Metro,Dimension Type,Month,Dimension,Measure,Value,YoY,mnth,yr
New York City,Job Title,2018-10,Marketing Manager,Median Base Pay,85448.0,0.027999999999999997,10,2018
New York City,Job Title,2018-10,Operations Manager,Median Base Pay,80173.0,0.016,10,2018
New York City,Job Title,2018-10,Product Manager,Median Base Pay,111771.0,0.042,10,2018
New York City,Job Title,2018-10,Sales Manager,Median Base Pay,77843.0,0.036000000000000004,10,2018
New York City,Job Title,2018-10,Teacher,Median Base Pay,65918.0,0.033,10,2018
New York City,Job Title,2018-10,Bank Teller,Median Base Pay,35187.0,0.09300000000000001,10,2018
New York City,Job Title,2018-10,Customer Service Manager,Median Base Pay,63083.0,0.04,10,2018
New York City,Job Title,2018-10,Physical Therapist,Median Base Pay,78167.0,0.008,10,2018
New York City,Job Title,2018-10,Mechanical Engineer,Median Base Pay,77888.0,0.035,10,2018
New York City,Job Title,2018-10,Recruiter,Median Base Pay,63399.0,0.028999999999999998,10,2018
New York City,Job Title,2018-10,Design Engineer,Median Base Pay,80569.0,0.034,10,2018
New York City,Job Title,2018-10,Pharmacy Technician,Median Base Pay,32326.0,0.066,10,2018
New York City,Job Title,2018-10,Graphic Designer,Median Base Pay,59505.0,0.036000000000000004,10,2018
New York City,Job Title,2018-10,Web Developer,Median Base Pay,84536.0,0.028999999999999998,10,2018
New York City,Job Title,2018-10,Business Development Manager,Median Base Pay,85787.0,0.037000000000000005,10,2018
New York City,Job Title,2018-10,Data Scientist,Median Base Pay,113514.0,0.013999999999999999,10,2018
New York City,Job Title,2018-10,Buyer,Median Base Pay,73323.0,0.043,10,2018
New York City,Job Title,2018-10,Data Analyst,Median Base Pay,72156.0,0.027999999999999997,10,2018
New York City,Job Title,2018-10,Electrical Engineer,Median Base Pay,80946.0,0.025,10,2018
New York City,Job Title,2018-10,Attorney,Median Base Pay,129488.0,0.057999999999999996,10,2018
New York City,Job Title,2018-10,Human Resources Manager,Median Base Pay,90490.0,0.042,10,2018
New York City,Job Title,2018-10,Technician,Median Base Pay,53411.0,0.04,10,2018
New York City,Job Title,2018-10,Restaurant Cook,Median Base Pay,33458.0,0.063,10,2018
New York City,Job Title,2018-10,Production Manager,Median Base Pay,78566.0,0.034,10,2018
New York City,Job Title,2018-10,Manufacturing Engineer,Median Base Pay,75371.0,0.027999999999999997,10,2018
New York City,Job Title,2018-10,Retail Key Holder,Median Base Pay,35259.0,0.032,10,2018
New York City,Job Title,2018-10,Paralegal,Median Base Pay,58603.0,0.031,10,2018
New York City,Job Title,2018-10,Java Developer,Median Base Pay,89131.0,0.043,10,2018
New York City,Job Title,2018-10,Warehouse Associate,Median Base Pay,40167.0,-0.004,10,2018
New York City,Job Title,2018-10,Property Manager,Median Base Pay,68612.0,0.057999999999999996,10,2018
New York City,Job Title,2018-10,Producer,Median Base Pay,76351.0,-0.002,10,2018
New York City,Job Title,2018-10,Quality Engineer,Median Base Pay,78078.0,0.031,10,2018
New York City,Job Title,2018-10,Operations Analyst,Median Base Pay,75726.0,0.065,10,2018
New York City,Job Title,2018-10,Medical Assistant,Median Base Pay,38324.0,0.035,10,2018
New York City,Job Title,2018-10,Tax Manager,Median Base Pay,119225.0,0.018000000000000002,10,2018
New York City,Job Title,2018-10,Technical Editor,Median Base Pay,63354.0,0.034,10,2018
New York City,Job Title,2018-10,Truck Driver,Median Base Pay,57902.0,0.052000000000000005,10,2018
New York City,Job Title,2018-10,Insurance Agent,Median Base Pay,40762.0,-0.039,10,2018
New York City,Job Title,2018-10,Medical Technologist,Median Base Pay,63557.0,0.024,10,2018
New York City,Job Title,2018-10,Field Engineer,Median Base Pay,75150.0,0.02,10,2018
New York City,Job Title,2018-10,Machine Operator,Median Base Pay,40198.0,0.025,10,2018
New York City,Job Title,2018-10,Communications Manager,Median Base Pay,87312.0,0.027999999999999997,10,2018
New York City,Job Title,2018-10,Construction Laborer,Median Base Pay,48255.0,0.033,10,2018
New York City,Job Title,2018-10,Emergency Medical Technician,Median Base Pay,40243.0,0.057,10,2018
New York City,Job Title,2018-10,Web Designer,Median Base Pay,69384.0,0.032,10,2018
New York City,Job Title,2018-10,Maintenance Worker,Median Base Pay,41126.0,0.07,10,2018
New York City,Job Title,2018-10,Barista,Median Base Pay,28205.0,0.055999999999999994,10,2018
New York City,Job Title,2018-10,Bartender,Median Base Pay,39377.0,0.081,10,2018
New York City,Job Title,2018-10,Civil Engineer,Median Base Pay,79407.0,0.048,10,2018
New York City,Job Title,2018-10,Claims Adjuster,Median Base Pay,58049.0,0.024,10,2018
New York City,Job Title,2018-10,Certified Nursing Assistant,Median Base Pay,37597.0,0.05,10,2018
New York City,Job Title,2018-10,Customer Service Representative,Median Base Pay,44124.0,0.044000000000000004,10,2018
New York City,Job Title,2018-10,Delivery Driver,Median Base Pay,41097.0,0.033,10,2018
New York City,Job Title,2018-10,Financial Advisor,Median Base Pay,60480.0,0.065,10,2018
New York City,Job Title,2018-10,Licensed Practical Nurse,Median Base Pay,54427.0,0.036000000000000004,10,2018
New York City,Job Title,2018-10,Loan Officer,Median Base Pay,47618.0,0.027999999999999997,10,2018
New York City,Job Title,2018-10,Maintenance Technician,Median Base Pay,47787.0,0.036000000000000004,10,2018
New York City,Job Title,2018-10,Material Handler,Median Base Pay,40620.0,0.054000000000000006,10,2018
New York City,Job Title,2018-10,IT Manager,Median Base Pay,106337.0,0.039,10,2018
New York City,Job Title,2018-10,Office Manager,Median Base Pay,58263.0,0.04,10,2018
New York City,Job Title,2018-10,Pharmacist,Median Base Pay,121082.0,0.016,10,2018
New York City,Job Title,2018-10,Process Engineer,Median Base Pay,84585.0,0.032,10,2018
New York City,Job Title,2018-10,Program Manager,Median Base Pay,89550.0,0.013999999999999999,10,2018
New York City,Job Title,2018-10,Research Assistant,Median Base Pay,36251.0,0.022000000000000002,10,2018
New York City,Job Title,2018-10,Restaurant Manager,Median Base Pay,58459.0,0.016,10,2018
New York City,Job Title,2018-10,Security Officer,Median Base Pay,39705.0,0.044000000000000004,10,2018
New York City,Job Title,2018-10,Server,Median Base Pay,34671.0,0.027000000000000003,10,2018
New York City,Job Title,2018-10,Solutions Architect,Median Base Pay,121148.0,0.044000000000000004,10,2018
New York City,Job Title,2018-10,Systems Engineer,Median Base Pay,87681.0,0.023,10,2018
New York City,Job Title,2018-10,Technical Support,Median Base Pay,57328.0,0.04,10,2018
New York City,Job Title,2018-10,UX Designer,Median Base Pay,93576.0,0.033,10,2018
Los Angeles,Job Title,2018-10,Software Engineer,Median Base Pay,99730.0,0.033,10,2018
Los Angeles,Job Title,2018-10,Programmer Analyst,Median Base Pay,81288.0,0.05,10,2018
Los Angeles,Job Title,2018-10,Consultant,Median Base Pay,88329.0,0.004,10,2018
Los Angeles,Job Title,2018-10,Project Manager,Median Base Pay,81706.0,-0.039,10,2018
Los Angeles,Job Title,2018-10,Store Manager,Median Base Pay,62088.0,0.027000000000000003,10,2018
Los Angeles,Job Title,2018-10,Business Analyst,Median Base Pay,76367.0,0.017,10,2018
Los Angeles,Job Title,2018-10,Cashier,Median Base Pay,31609.0,0.055999999999999994,10,2018
Los Angeles,Job Title,2018-10,Financial Analyst,Median Base Pay,72037.0,0.026000000000000002,10,2018
Los Angeles,Job Title,2018-10,Administrative Assistant,Median Base Pay,49781.0,0.035,10,2018
Los Angeles,Job Title,2018-10,Accountant,Median Base Pay,62295.0,0.022000000000000002,10,2018
Los Angeles,Job Title,2018-10,Sales Representative,Median Base Pay,56195.0,0.034,10,2018
Los Angeles,Job Title,2018-10,Professor,Median Base Pay,113965.0,0.019,10,2018
Los Angeles,Job Title,2018-10,Registered Nurse,Median Base Pay,89780.0,0.022000000000000002,10,2018
Los Angeles,Job Title,2018-10,Marketing Manager,Median Base Pay,85311.0,0.02,10,2018
Los Angeles,Job Title,2018-10,Operations Manager,Median Base Pay,78066.0,0.008,10,2018
Los Angeles,Job Title,2018-10,Product Manager,Median Base Pay,108075.0,0.034,10,2018
Los Angeles,Job Title,2018-10,Sales Manager,Median Base Pay,75256.0,0.027000000000000003,10,2018
Los Angeles,Job Title,2018-10,Teacher,Median Base Pay,62611.0,0.025,10,2018
Los Angeles,Job Title,2018-10,Bank Teller,Median Base Pay,33731.0,0.084,10,2018
Los Angeles,Job Title,2018-10,Customer Service Manager,Median Base Pay,63485.0,0.032,10,2018
Los Angeles,Job Title,2018-10,Physical Therapist,Median Base Pay,91718.0,-0.001,10,2018
Los Angeles,Job Title,2018-10,Mechanical Engineer,Median Base Pay,83814.0,0.027000000000000003,10,2018
Los Angeles,Job Title,2018-10,Recruiter,Median Base Pay,62100.0,0.021,10,2018
Los Angeles,Job Title,2018-10,Design Engineer,Median Base Pay,86414.0,0.025,10,2018
Los Angeles,Job Title,2018-10,Pharmacy Technician,Median Base Pay,37986.0,0.057,10,2018
Los Angeles,Job Title,2018-10,Graphic Designer,Median Base Pay,58525.0,0.027999999999999997,10,2018
Los Angeles,Job Title,2018-10,Web Developer,Median Base Pay,79739.0,0.021,10,2018
Los Angeles,Job Title,2018-10,Business Development Manager,Median Base Pay,83849.0,0.028999999999999998,10,2018
Los Angeles,Job Title,2018-10,Data Scientist,Median Base Pay,116997.0,0.006,10,2018
Los Angeles,Job Title,2018-10,Buyer,Median Base Pay,65284.0,0.035,10,2018
Los Angeles,Job Title,2018-10,Data Analyst,Median Base Pay,72277.0,0.019,10,2018
Los Angeles,Job Title,2018-10,Electrical Engineer,Median Base Pay,88199.0,0.017,10,2018
Los Angeles,Job Title,2018-10,Attorney,Median Base Pay,131433.0,0.05,10,2018
Los Angeles,Job Title,2018-10,Human Resources Manager,Median Base Pay,87968.0,0.034,10,2018
Los Angeles,Job Title,2018-10,Technician,Median Base Pay,52577.0,0.031,10,2018
Los Angeles,Job Title,2018-10,Restaurant Cook,Median Base Pay,34075.0,0.054000000000000006,10,2018
Los Angeles,Job Title,2018-10,Production Manager,Median Base Pay,79878.0,0.026000000000000002,10,2018
Los Angeles,Job Title,2018-10,Manufacturing Engineer,Median Base Pay,81427.0,0.02,10,2018
Los Angeles,Job Title,2018-10,Retail Key Holder,Median Base Pay,34435.0,0.023,10,2018
Los Angeles,Job Title,2018-10,Paralegal,Median Base Pay,62820.0,0.022000000000000002,10,2018
Los Angeles,Job Title,2018-10,Java Developer,Median Base Pay,89694.0,0.035,10,2018
Los Angeles,Job Title,2018-10,Warehouse Associate,Median Base Pay,42299.0,-0.012,10,2018
Los Angeles,Job Title,2018-10,Property Manager,Median Base Pay,64330.0,0.049,10,2018
Los Angeles,Job Title,2018-10,Producer,Median Base Pay,76932.0,-0.01,10,2018
Los Angeles,Job Title,2018-10,Quality Engineer,Median Base Pay,83432.0,0.022000000000000002,10,2018
Los Angeles,Job Title,2018-10,Operations Analyst,Median Base Pay,65622.0,0.055999999999999994,10,2018
Los Angeles,Job Title,2018-10,Medical Assistant,Median Base Pay,36885.0,0.026000000000000002,10,2018
Los Angeles,Job Title,2018-10,Tax Manager,Median Base Pay,107769.0,0.01,10,2018
Los Angeles,Job Title,2018-10,Technical Editor,Median Base Pay,61770.0,0.026000000000000002,10,2018
Los Angeles,Job Title,2018-10,Truck Driver,Median Base Pay,56486.0,0.043,10,2018
Los Angeles,Job Title,2018-10,Insurance Agent,Median Base Pay,44775.0,-0.047,10,2018
Los Angeles,Job Title,2018-10,Medical Technologist,Median Base Pay,63604.0,0.016,10,2018
Los Angeles,Job Title,2018-10,Field Engineer,Median Base Pay,76201.0,0.011000000000000001,10,2018
Los Angeles,Job Title,2018-10,Machine Operator,Median Base Pay,38160.0,0.017,10,2018
Los Angeles,Job Title,2018-10,Communications Manager,Median Base Pay,86212.0,0.02,10,2018
Los Angeles,Job Title,2018-10,Construction Laborer,Median Base Pay,42506.0,0.025,10,2018
Los Angeles,Job Title,2018-10,Emergency Medical Technician,Median Base Pay,36255.0,0.049,10,2018
Los Angeles,Job Title,2018-10,Web Designer,Median Base Pay,65831.0,0.024,10,2018
Los Angeles,Job Title,2018-10,Maintenance Worker,Median Base Pay,44326.0,0.061,10,2018
Los Angeles,Job Title,2018-10,Barista,Median Base Pay,27705.0,0.048,10,2018
Los Angeles,Job Title,2018-10,Bartender,Median Base Pay,36393.0,0.07200000000000001,10,2018
Los Angeles,Job Title,2018-10,Civil Engineer,Median Base Pay,82278.0,0.039,10,2018
Los Angeles,Job Title,2018-10,Claims Adjuster,Median Base Pay,58305.0,0.016,10,2018
Los Angeles,Job Title,2018-10,Certified Nursing Assistant,Median Base Pay,35602.0,0.040999999999999995,10,2018
Los Angeles,Job Title,2018-10,Customer Service Representative,Median Base Pay,44420.0,0.036000000000000004,10,2018
Los Angeles,Job Title,2018-10,Delivery Driver,Median Base Pay,42609.0,0.025,10,2018
Los Angeles,Job Title,2018-10,Financial Advisor,Median Base Pay,59374.0,0.055999999999999994,10,2018
Los Angeles,Job Title,2018-10,Licensed Practical Nurse,Median Base Pay,50895.0,0.027000000000000003,10,2018
Los Angeles,Job Title,2018-10,Loan Officer,Median Base Pay,48458.0,0.02,10,2018
Los Angeles,Job Title,2018-10,Maintenance Technician,Median Base Pay,47261.0,0.027999999999999997,10,2018
Los Angeles,Job Title,2018-10,Material Handler,Median Base Pay,38967.0,0.046,10,2018
Los Angeles,Job Title,2018-10,IT Manager,Median Base Pay,108088.0,0.031,10,2018
Los Angeles,Job Title,2018-10,Office Manager,Median Base Pay,58070.0,0.032,10,2018
Los Angeles,Job Title,2018-10,Pharmacist,Median Base Pay,133064.0,0.008,10,2018
Los Angeles,Job Title,2018-10,Process Engineer,Median Base Pay,86454.0,0.024,10,2018
Los Angeles,Job Title,2018-10,Program Manager,Median Base Pay,89826.0,0.006,10,2018
Los Angeles,Job Title,2018-10,Research Assistant,Median Base Pay,33919.0,0.013000000000000001,10,2018
Los Angeles,Job Title,2018-10,Restaurant Manager,Median Base Pay,58584.0,0.008,10,2018
Los Angeles,Job Title,2018-10,Security Officer,Median Base Pay,38678.0,0.036000000000000004,10,2018
Los Angeles,Job Title,2018-10,Server,Median Base Pay,33336.0,0.019,10,2018
Los Angeles,Job Title,2018-10,Solutions Architect,Median Base Pay,119512.0,0.036000000000000004,10,2018
Los Angeles,Job Title,2018-10,Systems Engineer,Median Base Pay,91204.0,0.013999999999999999,10,2018
Los Angeles,Job Title,2018-10,Technical Support,Median Base Pay,55103.0,0.032,10,2018
Los Angeles,Job Title,2018-10,UX Designer,Median Base Pay,90533.0,0.024,10,2018
Philadelphia,Job Title,2018-10,Software Engineer,Median Base Pay,87280.0,0.026000000000000002,10,2018
Philadelphia,Job Title,2018-10,Programmer Analyst,Median Base Pay,73726.0,0.043,10,2018
Philadelphia,Job Title,2018-10,Consultant,Median Base Pay,79607.0,-0.002,10,2018
Philadelphia,Job Title,2018-10,Project Manager,Median Base Pay,74793.0,-0.045,10,2018
Philadelphia,Job Title,2018-10,Store Manager,Median Base Pay,54932.0,0.02,10,2018
Philadelphia,Job Title,2018-10,Business Analyst,Median Base Pay,69795.0,0.01,10,2018
Philadelphia,Job Title,2018-10,Cashier,Median Base Pay,27527.0,0.049,10,2018
Philadelphia,Job Title,2018-10,Financial Analyst,Median Base Pay,64834.0,0.019,10,2018
Philadelphia,Job Title,2018-10,Administrative Assistant,Median Base Pay,44448.0,0.027999999999999997,10,2018
Philadelphia,Job Title,2018-10,Accountant,Median Base Pay,59103.0,0.015,10,2018
Philadelphia,Job Title,2018-10,Sales Representative,Median Base Pay,52981.0,0.027000000000000003,10,2018
Philadelphia,Job Title,2018-10,Professor,Median Base Pay,100140.0,0.012,10,2018
Philadelphia,Job Title,2018-10,Registered Nurse,Median Base Pay,73795.0,0.015,10,2018
Philadelphia,Job Title,2018-10,Marketing Manager,Median Base Pay,78118.0,0.013000000000000001,10,2018
Philadelphia,Job Title,2018-10,Operations Manager,Median Base Pay,72577.0,0.001,10,2018
Philadelphia,Job Title,2018-10,Product Manager,Median Base Pay,97271.0,0.027000000000000003,10,2018
Philadelphia,Job Title,2018-10,Sales Manager,Median Base Pay,68993.0,0.02,10,2018
Philadelphia,Job Title,2018-10,Teacher,Median Base Pay,52383.0,0.018000000000000002,10,2018
Philadelphia,Job Title,2018-10,Bank Teller,Median Base Pay,32173.0,0.077,10,2018
Philadelphia,Job Title,2018-10,Customer Service Manager,Median Base Pay,57970.0,0.025,10,2018
Philadelphia,Job Title,2018-10,Physical Therapist,Median Base Pay,78520.0,-0.006999999999999999,10,2018
Philadelphia,Job Title,2018-10,Mechanical Engineer,Median Base Pay,77681.0,0.02,10,2018
Philadelphia,Job Title,2018-10,Recruiter,Median Base Pay,53892.0,0.013999999999999999,10,2018
Philadelphia,Job Title,2018-10,Design Engineer,Median Base Pay,76381.0,0.019,10,2018
Philadelphia,Job Title,2018-10,Pharmacy Technician,Median Base Pay,30475.0,0.05,10,2018
Philadelphia,Job Title,2018-10,Graphic Designer,Median Base Pay,50220.0,0.021,10,2018
Philadelphia,Job Title,2018-10,Web Developer,Median Base Pay,71532.0,0.013999999999999999,10,2018
Philadelphia,Job Title,2018-10,Business Development Manager,Median Base Pay,74781.0,0.022000000000000002,10,2018
Philadelphia,Job Title,2018-10,Data Scientist,Median Base Pay,100771.0,-0.001,10,2018
Philadelphia,Job Title,2018-10,Buyer,Median Base Pay,60744.0,0.027999999999999997,10,2018
Philadelphia,Job Title,2018-10,Data Analyst,Median Base Pay,63963.0,0.013000000000000001,10,2018
Philadelphia,Job Title,2018-10,Electrical Engineer,Median Base Pay,82498.0,0.01,10,2018
Philadelphia,Job Title,2018-10,Attorney,Median Base Pay,108621.0,0.043,10,2018
Philadelphia,Job Title,2018-10,Human Resources Manager,Median Base Pay,79277.0,0.027000000000000003,10,2018
Philadelphia,Job Title,2018-10,Technician,Median Base Pay,50023.0,0.024,10,2018
Philadelphia,Job Title,2018-10,Restaurant Cook,Median Base Pay,31282.0,0.047,10,2018
Philadelphia,Job Title,2018-10,Production Manager,Median Base Pay,67854.0,0.019,10,2018
Philadelphia,Job Title,2018-10,Manufacturing Engineer,Median Base Pay,75346.0,0.013000000000000001,10,2018
Philadelphia,Job Title,2018-10,Retail Key Holder,Median Base Pay,30746.0,0.017,10,2018
Philadelphia,Job Title,2018-10,Paralegal,Median Base Pay,52301.0,0.016,10,2018
Philadelphia,Job Title,2018-10,Java Developer,Median Base Pay,83023.0,0.027999999999999997,10,2018
Philadelphia,Job Title,2018-10,Warehouse Associate,Median Base Pay,41671.0,-0.019,10,2018
Philadelphia,Job Title,2018-10,Property Manager,Median Base Pay,61488.0,0.042,10,2018
Philadelphia,Job Title,2018-10,Producer,Median Base Pay,56124.0,-0.017,10,2018
Philadelphia,Job Title,2018-10,Quality Engineer,Median Base Pay,78012.0,0.016,10,2018
Philadelphia,Job Title,2018-10,Operations Analyst,Median Base Pay,63227.0,0.049,10,2018
Philadelphia,Job Title,2018-10,Medical Assistant,Median Base Pay,35041.0,0.02,10,2018
Philadelphia,Job Title,2018-10,Tax Manager,Median Base Pay,99111.0,0.003,10,2018
Philadelphia,Job Title,2018-10,Technical Editor,Median Base Pay,56133.0,0.019,10,2018
Philadelphia,Job Title,2018-10,Truck Driver,Median Base Pay,58985.0,0.036000000000000004,10,2018
Philadelphia,Job Title,2018-10,Insurance Agent,Median Base Pay,41451.0,-0.053,10,2018
Philadelphia,Job Title,2018-10,Medical Technologist,Median Base Pay,59341.0,0.009000000000000001,10,2018
Philadelphia,Job Title,2018-10,Field Engineer,Median Base Pay,69439.0,0.005,10,2018
Philadelphia,Job Title,2018-10,Machine Operator,Median Base Pay,43077.0,0.01,10,2018
Philadelphia,Job Title,2018-10,Communications Manager,Median Base Pay,77092.0,0.013000000000000001,10,2018
Philadelphia,Job Title,2018-10,Construction Laborer,Median Base Pay,43883.0,0.018000000000000002,10,2018
Philadelphia,Job Title,2018-10,Emergency Medical Technician,Median Base Pay,38366.0,0.042,10,2018
Philadelphia,Job Title,2018-10,Web Designer,Median Base Pay,58852.0,0.017,10,2018
Philadelphia,Job Title,2018-10,Maintenance Worker,Median Base Pay,39435.0,0.054000000000000006,10,2018
Philadelphia,Job Title,2018-10,Barista,Median Base Pay,23689.0,0.040999999999999995,10,2018
Philadelphia,Job Title,2018-10,Bartender,Median Base Pay,37100.0,0.065,10,2018
Philadelphia,Job Title,2018-10,Civil Engineer,Median Base Pay,74857.0,0.032,10,2018
Philadelphia,Job Title,2018-10,Claims Adjuster,Median Base Pay,53218.0,0.009000000000000001,10,2018
Philadelphia,Job Title,2018-10,Certified Nursing Assistant,Median Base Pay,32257.0,0.034,10,2018
Philadelphia,Job Title,2018-10,Customer Service Representative,Median Base Pay,41241.0,0.028999999999999998,10,2018
Philadelphia,Job Title,2018-10,Delivery Driver,Median Base Pay,40654.0,0.018000000000000002,10,2018
Philadelphia,Job Title,2018-10,Financial Advisor,Median Base Pay,60972.0,0.049,10,2018
Philadelphia,Job Title,2018-10,Licensed Practical Nurse,Median Base Pay,53855.0,0.02,10,2018
Philadelphia,Job Title,2018-10,Loan Officer,Median Base Pay,44995.0,0.013999999999999999,10,2018
Philadelphia,Job Title,2018-10,Maintenance Technician,Median Base Pay,46192.0,0.021,10,2018
Philadelphia,Job Title,2018-10,Material Handler,Median Base Pay,38071.0,0.039,10,2018
Philadelphia,Job Title,2018-10,IT Manager,Median Base Pay,98206.0,0.024,10,2018
Philadelphia,Job Title,2018-10,Office Manager,Median Base Pay,52720.0,0.025,10,2018
Philadelphia,Job Title,2018-10,Pharmacist,Median Base Pay,117697.0,0.002,10,2018
Philadelphia,Job Title,2018-10,Process Engineer,Median Base Pay,82392.0,0.017,10,2018
Philadelphia,Job Title,2018-10,Program Manager,Median Base Pay,78676.0,-0.001,10,2018
Philadelphia,Job Title,2018-10,Research Assistant,Median Base Pay,31224.0,0.006999999999999999,10,2018
Philadelphia,Job Title,2018-10,Restaurant Manager,Median Base Pay,51754.0,0.001,10,2018
Philadelphia,Job Title,2018-10,Security Officer,Median Base Pay,35480.0,0.028999999999999998,10,2018
Philadelphia,Job Title,2018-10,Server,Median Base Pay,35425.0,0.012,10,2018
Philadelphia,Job Title,2018-10,Solutions Architect,Median Base Pay,114794.0,0.028999999999999998,10,2018
Philadelphia,Job Title,2018-10,Systems Engineer,Median Base Pay,79871.0,0.008,10,2018
Philadelphia,Job Title,2018-10,Technical Support,Median Base Pay,51255.0,0.025,10,2018
Philadelphia,Job Title,2018-10,UX Designer,Median Base Pay,77707.0,0.018000000000000002,10,2018
Houston,Job Title,2018-10,Software Engineer,Median Base Pay,85295.0,0.027999999999999997,10,2018
Houston,Job Title,2018-10,Programmer Analyst,Median Base Pay,72700.0,0.046,10,2018
Houston,Job Title,2018-10,Consultant,Median Base Pay,79679.0,0.0,10,2018
Houston,Job Title,2018-10,Project Manager,Median Base Pay,80840.0,-0.043,10,2018
Houston,Job Title,2018-10,Store Manager,Median Base Pay,52438.0,0.022000000000000002,10,2018
Houston,Job Title,2018-10,Business Analyst,Median Base Pay,72747.0,0.012,10,2018
Houston,Job Title,2018-10,Cashier,Median Base Pay,27346.0,0.051,10,2018
Houston,Job Title,2018-10,Financial Analyst,Median Base Pay,69903.0,0.021,10,2018
Houston,Job Title,2018-10,Administrative Assistant,Median Base Pay,44384.0,0.03,10,2018
Houston,Job Title,2018-10,Accountant,Median Base Pay,60224.0,0.017,10,2018
Houston,Job Title,2018-10,Sales Representative,Median Base Pay,51111.0,0.028999999999999998,10,2018
Houston,Job Title,2018-10,Professor,Median Base Pay,100937.0,0.015,10,2018
Houston,Job Title,2018-10,Registered Nurse,Median Base Pay,72453.0,0.018000000000000002,10,2018
Houston,Job Title,2018-10,Marketing Manager,Median Base Pay,74428.0,0.015,10,2018
Houston,Job Title,2018-10,Operations Manager,Median Base Pay,72445.0,0.004,10,2018
Houston,Job Title,2018-10,Product Manager,Median Base Pay,100857.0,0.028999999999999998,10,2018
Houston,Job Title,2018-10,Sales Manager,Median Base Pay,68529.0,0.023,10,2018
Houston,Job Title,2018-10,Teacher,Median Base Pay,52613.0,0.02,10,2018
Houston,Job Title,2018-10,Bank Teller,Median Base Pay,30917.0,0.079,10,2018
Houston,Job Title,2018-10,Customer Service Manager,Median Base Pay,55957.0,0.027000000000000003,10,2018
Houston,Job Title,2018-10,Physical Therapist,Median Base Pay,76969.0,-0.005,10,2018
Houston,Job Title,2018-10,Mechanical Engineer,Median Base Pay,83373.0,0.022000000000000002,10,2018
Houston,Job Title,2018-10,Recruiter,Median Base Pay,54005.0,0.016,10,2018
Houston,Job Title,2018-10,Design Engineer,Median Base Pay,83672.0,0.021,10,2018
Houston,Job Title,2018-10,Pharmacy Technician,Median Base Pay,34005.0,0.052000000000000005,10,2018
Houston,Job Title,2018-10,Graphic Designer,Median Base Pay,48836.0,0.023,10,2018
Houston,Job Title,2018-10,Web Developer,Median Base Pay,70949.0,0.016,10,2018
Houston,Job Title,2018-10,Business Development Manager,Median Base Pay,80354.0,0.024,10,2018
Houston,Job Title,2018-10,Data Scientist,Median Base Pay,105853.0,0.001,10,2018
Houston,Job Title,2018-10,Buyer,Median Base Pay,61235.0,0.03,10,2018
Houston,Job Title,2018-10,Data Analyst,Median Base Pay,64487.0,0.015,10,2018
Houston,Job Title,2018-10,Electrical Engineer,Median Base Pay,84309.0,0.012,10,2018
Houston,Job Title,2018-10,Attorney,Median Base Pay,123307.0,0.045,10,2018
Houston,Job Title,2018-10,Human Resources Manager,Median Base Pay,83716.0,0.028999999999999998,10,2018
Houston,Job Title,2018-10,Technician,Median Base Pay,49308.0,0.027000000000000003,10,2018
Houston,Job Title,2018-10,Restaurant Cook,Median Base Pay,27812.0,0.049,10,2018
Houston,Job Title,2018-10,Production Manager,Median Base Pay,69801.0,0.021,10,2018
Houston,Job Title,2018-10,Manufacturing Engineer,Median Base Pay,79277.0,0.015,10,2018
Houston,Job Title,2018-10,Retail Key Holder,Median Base Pay,29867.0,0.019,10,2018
Houston,Job Title,2018-10,Paralegal,Median Base Pay,55868.0,0.018000000000000002,10,2018
Houston,Job Title,2018-10,Java Developer,Median Base Pay,83870.0,0.03,10,2018
Houston,Job Title,2018-10,Warehouse Associate,Median Base Pay,37057.0,-0.017,10,2018
Houston,Job Title,2018-10,Property Manager,Median Base Pay,56260.0,0.045,10,2018
Houston,Job Title,2018-10,Producer,Median Base Pay,55729.0,-0.015,10,2018
Houston,Job Title,2018-10,Quality Engineer,Median Base Pay,76200.0,0.018000000000000002,10,2018
Houston,Job Title,2018-10,Operations Analyst,Median Base Pay,66931.0,0.052000000000000005,10,2018
Houston,Job Title,2018-10,Medical Assistant,Median Base Pay,34913.0,0.022000000000000002,10,2018
Houston,Job Title,2018-10,Tax Manager,Median Base Pay,99221.0,0.006,10,2018
Houston,Job Title,2018-10,Technical Editor,Median Base Pay,56202.0,0.021,10,2018
Houston,Job Title,2018-10,Truck Driver,Median Base Pay,55215.0,0.039,10,2018
Houston,Job Title,2018-10,Insurance Agent,Median Base Pay,35744.0,-0.051,10,2018
Houston,Job Title,2018-10,Medical Technologist,Median Base Pay,56110.0,0.011000000000000001,10,2018
Houston,Job Title,2018-10,Field Engineer,Median Base Pay,72059.0,0.006999999999999999,10,2018
Houston,Job Title,2018-10,Machine Operator,Median Base Pay,39405.0,0.012,10,2018
Houston,Job Title,2018-10,Communications Manager,Median Base Pay,73555.0,0.015,10,2018
Houston,Job Title,2018-10,Construction Laborer,Median Base Pay,38704.0,0.02,10,2018
Houston,Job Title,2018-10,Emergency Medical Technician,Median Base Pay,38956.0,0.044000000000000004,10,2018
Houston,Job Title,2018-10,Web Designer,Median Base Pay,58336.0,0.019,10,2018
Houston,Job Title,2018-10,Maintenance Worker,Median Base Pay,39097.0,0.057,10,2018
Houston,Job Title,2018-10,Barista,Median Base Pay,22689.0,0.043,10,2018
