Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
Seattle,Industry,2017-06,Consumer Services,Median Base Pay,53025.0,
Seattle,Industry,2017-06,Education & Schools,Median Base Pay,54181.0,
Seattle,Industry,2017-06,Energy & Utilities,Median Base Pay,65955.0,
Seattle,Industry,2017-06,Facilities,Median Base Pay,54117.0,
Seattle,Industry,2017-06,Farming & Agriculture,Median Base Pay,58213.0,
Seattle,Industry,2017-06,Government,Median Base Pay,59139.0,
Seattle,Industry,2017-06,Health Care & Hospitals,Median Base Pay,57825.0,
Seattle,Industry,2017-06,Information Technology,Median Base Pay,58830.0,
Seattle,Industry,2017-06,Insurance,Median Base Pay,59015.0,
Seattle,Industry,2017-06,Internet & Tech,Median Base Pay,59974.0,
Seattle,Industry,2017-06,Manufacturing,Median Base Pay,60763.0,
Seattle,Industry,2017-06,Marketing & Advertising,Median Base Pay,56057.0,
Seattle,Industry,2017-06,Media & Publishing,Median Base Pay,56934.0,
Seattle,Industry,2017-06,Nonprofit,Median Base Pay,53560.0,
Seattle,Industry,2017-06,Private Security,Median Base Pay,53433.0,
Seattle,Industry,2017-06,Real Estate,Median Base Pay,56847.0,
Seattle,Industry,2017-06,Recruiting & Staffing,Median Base Pay,56063.0,
Seattle,Industry,2017-06,Restaurants & Bars,Median Base Pay,54553.0,
Seattle,Industry,2017-06,Retail,Median Base Pay,53755.0,
Seattle,Industry,2017-06,Supermarkets,Median Base Pay,55756.0,
Seattle,Industry,2017-06,Telecommunications,Median Base Pay,57897.0,
Seattle,Industry,2017-06,Transportation & Logistics,Median Base Pay,57402.0,
Seattle,Industry,2017-06,Travel & Tourism,Median Base Pay,54739.0,
Seattle,Industry,2017-06,Wholesale,Median Base Pay,57924.0,
National,Industry,2017-07,Accounting & Legal,Median Base Pay,51680.0,
National,Industry,2017-07,Aerospace & Defense,Median Base Pay,53518.0,
National,Industry,2017-07,Architecture & Civil Engineering,Median Base Pay,52175.0,
National,Industry,2017-07,Arts & Entertainment,Median Base Pay,46112.0,
National,Industry,2017-07,Automotive,Median Base Pay,46432.0,
National,Industry,2017-07,Banking & Financial Services,Median Base Pay,50481.0,
National,Industry,2017-07,Beauty & Fitness,Median Base Pay,45329.0,
National,Industry,2017-07,Biotech & Pharmaceuticals,Median Base Pay,54123.0,
National,Industry,2017-07,Business Services,Median Base Pay,48679.0,
National,Industry,2017-07,Computer Software & Hardware,Median Base Pay,52004.0,
National,Industry,2017-07,Construction,Median Base Pay,51495.0,
National,Industry,2017-07,Consulting,Median Base Pay,51298.0,
National,Industry,2017-07,Consumer Electronics,Median Base Pay,43774.0,
National,Industry,2017-07,Consumer Services,Median Base Pay,45162.0,
National,Industry,2017-07,Education & Schools,Median Base Pay,46118.0,
National,Industry,2017-07,Energy & Utilities,Median Base Pay,56172.0,
National,Industry,2017-07,Facilities,Median Base Pay,46318.0,
National,Industry,2017-07,Farming & Agriculture,Median Base Pay,49567.0,
National,Industry,2017-07,Government,Median Base Pay,50582.0,
National,Industry,2017-07,Health Care & Hospitals,Median Base Pay,49409.0,
National,Industry,2017-07,Information Technology,Median Base Pay,50345.0,
National,Industry,2017-07,Insurance,Median Base Pay,50335.0,
National,Industry,2017-07,Internet & Tech,Median Base Pay,51174.0,
National,Industry,2017-07,Manufacturing,Median Base Pay,51849.0,
National,Industry,2017-07,Marketing & Advertising,Median Base Pay,47928.0,
National,Industry,2017-07,Media & Publishing,Median Base Pay,48638.0,
National,Industry,2017-07,Nonprofit,Median Base Pay,45762.0,
National,Industry,2017-07,Private Security,Median Base Pay,45860.0,
National,Industry,2017-07,Real Estate,Median Base Pay,48503.0,
National,Industry,2017-07,Recruiting & Staffing,Median Base Pay,47738.0,
National,Industry,2017-07,Restaurants & Bars,Median Base Pay,46496.0,
National,Industry,2017-07,Retail,Median Base Pay,46107.0,
National,Industry,2017-07,Supermarkets,Median Base Pay,47566.0,
National,Industry,2017-07,Telecommunications,Median Base Pay,49380.0,
National,Industry,2017-07,Transportation & Logistics,Median Base Pay,49018.0,
National,Industry,2017-07,Travel & Tourism,Median Base Pay,46717.0,
National,Industry,2017-07,Wholesale,Median Base Pay,49378.0,
New York City,Industry,2017-07,Accounting & Legal,Median Base Pay,61149.0,
New York City,Industry,2017-07,Aerospace & Defense,Median Base Pay,63325.0,
New York City,Industry,2017-07,Architecture & Civil Engineering,Median Base Pay,61735.0,
New York City,Industry,2017-07,Arts & Entertainment,Median Base Pay,54562.0,
New York City,Industry,2017-07,Automotive,Median Base Pay,54940.0,
New York City,Industry,2017-07,Banking & Financial Services,Median Base Pay,59730.0,
New York City,Industry,2017-07,Beauty & Fitness,Median Base Pay,53634.0,
New York City,Industry,2017-07,Biotech & Pharmaceuticals,Median Base Pay,64040.0,
New York City,Industry,2017-07,Business Services,Median Base Pay,57598.0,
New York City,Industry,2017-07,Computer Software & Hardware,Median Base Pay,61532.0,
New York City,Industry,2017-07,Construction,Median Base Pay,60930.0,
New York City,Industry,2017-07,Consulting,Median Base Pay,60698.0,
New York City,Industry,2017-07,Consumer Electronics,Median Base Pay,51795.0,
New York City,Industry,2017-07,Consumer Services,Median Base Pay,53437.0,
New York City,Industry,2017-07,Education & Schools,Median Base Pay,54569.0,
New York City,Industry,2017-07,Energy & Utilities,Median Base Pay,66464.0,
New York City,Industry,2017-07,Facilities,Median Base Pay,54805.0,
New York City,Industry,2017-07,Farming & Agriculture,Median Base Pay,58649.0,
New York City,Industry,2017-07,Government,Median Base Pay,59850.0,
New York City,Industry,2017-07,Health Care & Hospitals,Median Base Pay,58462.0,
New York City,Industry,2017-07,Information Technology,Median Base Pay,59570.0,
New York City,Industry,2017-07,Insurance,Median Base Pay,59558.0,
New York City,Industry,2017-07,Internet & Tech,Median Base Pay,60551.0,
New York City,Industry,2017-07,Manufacturing,Median Base Pay,61349.0,
New York City,Industry,2017-07,Marketing & Advertising,Median Base Pay,56710.0,
New York City,Industry,2017-07,Media & Publishing,Median Base Pay,57550.0,
New York City,Industry,2017-07,Nonprofit,Median Base Pay,54148.0,
New York City,Industry,2017-07,Private Security,Median Base Pay,54263.0,
New York City,Industry,2017-07,Real Estate,Median Base Pay,57391.0,
New York City,Industry,2017-07,Recruiting & Staffing,Median Base Pay,56485.0,
New York City,Industry,2017-07,Restaurants & Bars,Median Base Pay,55016.0,
New York City,Industry,2017-07,Retail,Median Base Pay,54555.0,
New York City,Industry,2017-07,Supermarkets,Median Base Pay,56281.0,
New York City,Industry,2017-07,Telecommunications,Median Base Pay,58428.0,
New York City,Industry,2017-07,Transportation & Logistics,Median Base Pay,57999.0,
New York City,Industry,2017-07,Travel & Tourism,Median Base Pay,55277.0,
New York City,Industry,2017-07,Wholesale,Median Base Pay,58425.0,
Los Angeles,Industry,2017-07,Accounting & Legal,Median Base Pay,59545.0,
Los Angeles,Industry,2017-07,Aerospace & Defense,Median Base Pay,61663.0,
Los Angeles,Industry,2017-07,Architecture & Civil Engineering,Median Base Pay,60116.0,
Los Angeles,Industry,2017-07,Arts & Entertainment,Median Base Pay,53130.0,
Los Angeles,Industry,2017-07,Automotive,Median Base Pay,53499.0,
Los Angeles,Industry,2017-07,Banking & Financial Services,Median Base Pay,58163.0,
Los Angeles,Industry,2017-07,Beauty & Fitness,Median Base Pay,52227.0,
Los Angeles,Industry,2017-07,Biotech & Pharmaceuticals,Median Base Pay,62360.0,
Los Angeles,Industry,2017-07,Business Services,Median Base Pay,56087.0,
Los Angeles,Industry,2017-07,Computer Software & Hardware,Median Base Pay,59918.0,
Los Angeles,Industry,2017-07,Construction,Median Base Pay,59332.0,
Los Angeles,Industry,2017-07,Consulting,Median Base Pay,59105.0,
Los Angeles,Industry,2017-07,Consumer Electronics,Median Base Pay,50436.0,
Los Angeles,Industry,2017-07,Consumer Services,Median Base Pay,52036.0,
Los Angeles,Industry,2017-07,Education & Schools,Median Base Pay,53137.0,
Los Angeles,Industry,2017-07,Energy & Utilities,Median Base Pay,64721.0,
Los Angeles,Industry,2017-07,Facilities,Median Base Pay,53367.0,
Los Angeles,Industry,2017-07,Farming & Agriculture,Median Base Pay,57110.0,
Los Angeles,Industry,2017-07,Government,Median Base Pay,58280.0,
Los Angeles,Industry,2017-07,Health Care & Hospitals,Median Base Pay,56929.0,
Los Angeles,Industry,2017-07,Information Technology,Median Base Pay,58007.0,
Los Angeles,Industry,2017-07,Insurance,Median Base Pay,57996.0,
Los Angeles,Industry,2017-07,Internet & Tech,Median Base Pay,58962.0,
Los Angeles,Industry,2017-07,Manufacturing,Median Base Pay,59739.0,
Los Angeles,Industry,2017-07,Marketing & Advertising,Median Base Pay,55222.0,
Los Angeles,Industry,2017-07,Media & Publishing,Median Base Pay,56040.0,
Los Angeles,Industry,2017-07,Nonprofit,Median Base Pay,52727.0,
Los Angeles,Industry,2017-07,Private Security,Median Base Pay,52840.0,
Los Angeles,Industry,2017-07,Real Estate,Median Base Pay,55885.0,
Los Angeles,Industry,2017-07,Recruiting & Staffing,Median Base Pay,55003.0,
Los Angeles,Industry,2017-07,Restaurants & Bars,Median Base Pay,53573.0,
Los Angeles,Industry,2017-07,Retail,Median Base Pay,53124.0,
Los Angeles,Industry,2017-07,Supermarkets,Median Base Pay,54805.0,
Los Angeles,Industry,2017-07,Telecommunications,Median Base Pay,56895.0,
Los Angeles,Industry,2017-07,Transportation & Logistics,Median Base Pay,56478.0,
Los Angeles,Industry,2017-07,Travel & Tourism,Median Base Pay,53827.0,
Los Angeles,Industry,2017-07,Wholesale,Median Base Pay,56893.0,
Chicago,Industry,2017-07,Accounting & Legal,Median Base Pay,55443.0,
Chicago,Industry,2017-07,Aerospace & Defense,Median Base Pay,57416.0,
Chicago,Industry,2017-07,Architecture & Civil Engineering,Median Base Pay,55975.0,
Chicago,Industry,2017-07,Arts & Entertainment,Median Base Pay,49470.0,
Chicago,Industry,2017-07,Automotive,Median Base Pay,49814.0,
Chicago,Industry,2017-07,Banking & Financial Services,Median Base Pay,54157.0,
Chicago,Industry,2017-07,Beauty & Fitness,Median Base Pay,48630.0,
Chicago,Industry,2017-07,Biotech & Pharmaceuticals,Median Base Pay,58064.0,
Chicago,Industry,2017-07,Business Services,Median Base Pay,52224.0,
Chicago,Industry,2017-07,Computer Software & Hardware,Median Base Pay,55791.0,
Chicago,Industry,2017-07,Construction,Median Base Pay,55245.0,
Chicago,Industry,2017-07,Consulting,Median Base Pay,55034.0,
Chicago,Industry,2017-07,Consumer Electronics,Median Base Pay,46962.0,
Chicago,Industry,2017-07,Consumer Services,Median Base Pay,48451.0,
Chicago,Industry,2017-07,Education & Schools,Median Base Pay,49477.0,
Chicago,Industry,2017-07,Energy & Utilities,Median Base Pay,60262.0,
Chicago,Industry,2017-07,Facilities,Median Base Pay,49691.0,
Chicago,Industry,2017-07,Farming & Agriculture,Median Base Pay,53176.0,
Chicago,Industry,2017-07,Government,Median Base Pay,54265.0,
Chicago,Industry,2017-07,Health Care & Hospitals,Median Base Pay,53007.0,
Chicago,Industry,2017-07,Information Technology,Median Base Pay,54011.0,
Chicago,Industry,2017-07,Insurance,Median Base Pay,54001.0,
Chicago,Industry,2017-07,Internet & Tech,Median Base Pay,54901.0,
Chicago,Industry,2017-07,Manufacturing,Median Base Pay,55624.0,
Chicago,Industry,2017-07,Marketing & Advertising,Median Base Pay,51418.0,
Chicago,Industry,2017-07,Media & Publishing,Median Base Pay,52180.0,
Chicago,Industry,2017-07,Nonprofit,Median Base Pay,49095.0,
Chicago,Industry,2017-07,Private Security,Median Base Pay,49200.0,
Chicago,Industry,2017-07,Real Estate,Median Base Pay,52035.0,
Chicago,Industry,2017-07,Recruiting & Staffing,Median Base Pay,51214.0,
Chicago,Industry,2017-07,Restaurants & Bars,Median Base Pay,49882.0,
Chicago,Industry,2017-07,Retail,Median Base Pay,49464.0,
Chicago,Industry,2017-07,Supermarkets,Median Base Pay,51029.0,
Chicago,Industry,2017-07,Telecommunications,Median Base Pay,52976.0,
Chicago,Industry,2017-07,Transportation & Logistics,Median Base Pay,52587.0,
Chicago,Industry,2017-07,Travel & Tourism,Median Base Pay,50119.0,
Chicago,Industry,2017-07,Wholesale,Median Base Pay,52974.0,
Houston,Industry,2017-07,Accounting & Legal,Median Base Pay,55090.0,
Houston,Industry,2017-07,Aerospace & Defense,Median Base Pay,57050.0,
Houston,Industry,2017-07,Architecture & Civil Engineering,Median Base Pay,55618.0,
Houston,Industry,2017-07,Arts & Entertainment,Median Base Pay,49156.0,
Houston,Industry,2017-07,Automotive,Median Base Pay,49497.0,
Houston,Industry,2017-07,Banking & Financial Services,Median Base Pay,53812.0,
Houston,Industry,2017-07,Beauty & Fitness,Median Base Pay,48320.0,
Houston,Industry,2017-07,Biotech & Pharmaceuticals,Median Base Pay,57695.0,
Houston,Industry,2017-07,Business Services,Median Base Pay,51891.0,
Houston,Industry,2017-07,Computer Software & Hardware,Median Base Pay,55436.0,
Houston,Industry,2017-07,Construction,Median Base Pay,54893.0,
Houston,Industry,2017-07,Consulting,Median Base Pay,54684.0,
Houston,Industry,2017-07,Consumer Electronics,Median Base Pay,46663.0,
Houston,Industry,2017-07,Consumer Services,Median Base Pay,48143.0,
Houston,Industry,2017-07,Education & Schools,Median Base Pay,49162.0,
Houston,Industry,2017-07,Energy & Utilities,Median Base Pay,59879.0,
Houston,Industry,2017-07,Facilities,Median Base Pay,49375.0,
Houston,Industry,2017-07,Farming & Agriculture,Median Base Pay,52838.0,
Houston,Industry,2017-07,Government,Median Base Pay,53920.0,
Houston,Industry,2017-07,Health Care & Hospitals,Median Base Pay,52670.0,
Houston,Industry,2017-07,Information Technology,Median Base Pay,53667.0,
Houston,Industry,2017-07,Insurance,Median Base Pay,53657.0,
Houston,Industry,2017-07,Internet & Tech,Median Base Pay,54551.0,
Houston,Industry,2017-07,Manufacturing,Median Base Pay,55270.0,
Houston,Industry,2017-07,Marketing & Advertising,Median Base Pay,51091.0,
Houston,Industry,2017-07,Media & Publishing,Median Base Pay,51848.0,
Houston,Industry,2017-07,Nonprofit,Median Base Pay,48783.0,
Houston,Industry,2017-07,Private Security,Median Base Pay,48887.0,
Houston,Industry,2017-07,Real Estate,Median Base Pay,51704.0,
Houston,Industry,2017-07,Recruiting & Staffing,Median Base Pay,50888.0,
Houston,Industry,2017-07,Restaurants & Bars,Median Base Pay,49565.0,
Houston,Industry,2017-07,Retail,Median Base Pay,49150.0,
Houston,Industry,2017-07,Supermarkets,Median Base Pay,50705.0,
Houston,Industry,2017-07,Telecommunications,Median Base Pay,52639.0,
Houston,Industry,2017-07,Transportation & Logistics,Median Base Pay,52253.0,
Houston,Industry,2017-07,Travel & Tourism,Median Base Pay,49800.0,
Houston,Industry,2017-07,Wholesale,Median Base Pay,52637.0,
Washington DC,Industry,2017-07,Accounting & Legal,Median Base Pay,59655.0,
Washington DC,Industry,2017-07,Aerospace & Defense,Median Base Pay,61777.0,
Washington DC,Industry,2017-07,Architecture & Civil Engineering,Median Base Pay,60227.0,
Washington DC,Industry,2017-07,Arts & Entertainment,Median Base Pay,53229.0,
Washington DC,Industry,2017-07,Automotive,Median Base Pay,53598.0,
Washington DC,Industry,2017-07,Banking & Financial Services,Median Base Pay,58271.0,
Washington DC,Industry,2017-07,Beauty & Fitness,Median Base Pay,52324.0,
Washington DC,Industry,2017-07,Biotech & Pharmaceuticals,Median Base Pay,62475.0,
Washington DC,Industry,2017-07,Business Services,Median Base Pay,56191.0,
Washington DC,Industry,2017-07,Computer Software & Hardware,Median Base Pay,60029.0,
Washington DC,Industry,2017-07,Construction,Median Base Pay,59441.0,
Washington DC,Industry,2017-07,Consulting,Median Base Pay,59215.0,
Washington DC,Industry,2017-07,Consumer Electronics,Median Base Pay,50530.0,
Washington DC,Industry,2017-07,Consumer Services,Median Base Pay,52132.0,
Washington DC,Industry,2017-07,Education & Schools,Median Base Pay,53235.0,
Washington DC,Industry,2017-07,Energy & Utilities,Median Base Pay,64840.0,
Washington DC,Industry,2017-07,Facilities,Median Base Pay,53466.0,
Washington DC,Industry,2017-07,Farming & Agriculture,Median Base Pay,57216.0,
Washington DC,Industry,2017-07,Government,Median Base Pay,58387.0,
Washington DC,Industry,2017-07,Health Care & Hospitals,Median Base Pay,57034.0,
Washington DC,Industry,2017-07,Information Technology,Median Base Pay,58114.0,
Washington DC,Industry,2017-07,Insurance,Median Base Pay,58103.0,
Washington DC,Industry,2017-07,Internet & Tech,Median Base Pay,59071.0,
Washington DC,Industry,2017-07,Manufacturing,Median Base Pay,59850.0,
Washington DC,Industry,2017-07,Marketing & Advertising,Median Base Pay,55324.0,
Washington DC,Industry,2017-07,Media & Publishing,Median Base Pay,56144.0,
Washington DC,Industry,2017-07,Nonprofit,Median Base Pay,52825.0,
Washington DC,Industry,2017-07,Private Security,Median Base Pay,52937.0,
Washington DC,Industry,2017-07,Real Estate,Median Base Pay,55988.0,
Washington DC,Industry,2017-07,Recruiting & Staffing,Median Base Pay,55105.0,
Washington DC,Industry,2017-07,Restaurants & Bars,Median Base Pay,53672.0,
Washington DC,Industry,2017-07,Retail,Median Base Pay,53222.0,
Washington DC,Industry,2017-07,Supermarkets,Median Base Pay,54906.0,
Washington DC,Industry,2017-07,Telecommunications,Median Base Pay,57000.0,
Washington DC,Industry,2017-07,Transportation & Logistics,Median Base Pay,56582.0,
Washington DC,Industry,2017-07,Travel & Tourism,Median Base Pay,53926.0,
Washington DC,Industry,2017-07,Wholesale,Median Base Pay,56998.0,
Philadelphia,Industry,2017-07,Accounting & Legal,Median Base Pay,54991.0,
Philadelphia,Industry,2017-07,Aerospace & Defense,Median Base Pay,56948.0,
Philadelphia,Industry,2017-07,Architecture & Civil Engineering,Median Base Pay,55519.0,
Philadelphia,Industry,2017-07,Arts & Entertainment,Median Base Pay,49068.0,
Philadelphia,Industry,2017-07,Automotive,Median Base Pay,49408.0,
Philadelphia,Industry,2017-07,Banking & Financial Services,Median Base Pay,53716.0,
